1	10000	100	50	500	250	20	120	30	70	10	5
2	10000	100	50	500	250	20	120	30	70	10	5
3	10000	100	50	500	250	20	120	30	70	10	5
4	10000	100	50	500	250	20	120	30	70	10	5
5	10000	100	50	500	250	20	120	30	70	10	5
6	10000	100	50	500	250	20	120	30	70	10	5
7	10000	100	50	500	250	20	120	30	70	10	5
8	10000	100	50	500	250	20	120	30	70	10	5
9	10000	100	50	500	250	20	120	30	70	10	5
10	10000	100	50	500	250	20	120	30	70	10	5
11	10000	100	50	500	250	20	120	30	70	10	5
12	10000	100	50	500	250	20	120	30	70	10	5
13	10000	100	50	500	250	20	120	30	70	10	5
14	10000	100	50	500	250	20	120	30	70	10	5
15	10000	100	50	500	250	20	120	30	70	10	5
16	10000	100	50	500	250	20	120	30	70	10	5
17	10000	100	50	500	250	20	120	30	70	10	5
18	10000	100	50	500	250	20	120	30	70	10	5
19	10000	100	50	500	250	20	120	30	70	10	5
20	10000	100	50	500	250	20	120	30	70	10	5
21	10000	100	50	500	250	20	120	30	70	10	5
22	10000	100	50	500	250	20	120	30	70	10	5
23	10000	100	50	500	250	20	120	30	70	10	5
24	10000	100	50	500	250	20	120	30	70	10	5
25	10000	100	50	500	250	20	120	30	70	10	5
26	10000	100	50	500	250	20	120	30	70	10	5
27	10000	100	50	500	250	20	120	30	70	10	5
28	10000	100	50	500	250	20	120	30	70	10	5
29	10000	100	50	500	250	20	120	30	70	10	5
30	10000	100	50	500	250	20	120	30	70	10	5
31	10000	100	50	500	250	20	120	30	70	10	5
32	10000	100	50	500	250	20	120	30	70	10	5
33	10000	100	50	500	250	20	120	30	70	10	5
34	10000	100	50	500	250	20	120	30	70	10	5
35	10000	100	50	500	250	20	120	30	70	10	5
36	10000	100	50	500	250	20	120	30	70	10	5
37	10000	100	50	500	250	20	120	30	70	10	5
38	10000	100	50	500	250	20	120	30	70	10	5
39	10000	100	50	500	250	20	120	30	70	10	5
40	10000	100	50	500	250	20	120	30	70	10	5
41	10000	100	50	500	250	20	120	30	70	10	5
42	10000	100	50	500	250	20	120	30	70	10	5
43	10000	100	50	500	250	20	120	30	70	10	5
44	10000	100	50	500	250	20	120	30	70	10	5
45	10000	100	50	500	250	20	120	30	70	10	5
46	10000	100	50	500	250	20	120	30	70	10	5
47	10000	100	50	500	250	20	120	30	70	10	5
48	10000	100	50	500	250	20	120	30	70	10	5
49	10000	100	50	500	250	20	120	30	70	10	5
50	10000	100	50	500	250	20	120	30	70	10	5
51	10000	100	50	500	250	20	120	30	70	10	5
52	10000	100	50	500	250	20	120	30	70	10	5
53	10000	100	50	500	250	20	120	30	70	10	5
54	10000	100	50	500	250	20	120	30	70	10	5
55	10000	100	50	500	250	20	120	30	70	10	5
56	10000	100	50	500	250	20	120	30	70	10	5
57	10000	100	50	500	250	20	120	30	70	10	5
58	10000	100	50	500	250	20	120	30	70	10	5
59	10000	100	50	500	250	20	120	30	70	10	5
60	10000	100	50	500	250	20	120	30	70	10	5
61	10000	100	50	500	250	20	120	30	70	10	5
62	10000	100	50	500	250	20	120	30	70	10	5
63	10000	100	50	500	250	20	120	30	70	10	5
64	10000	100	50	500	250	20	120	30	70	10	5
65	10000	100	50	500	250	20	120	30	70	10	5
66	10000	100	50	500	250	20	120	30	70	10	5
67	10000	100	50	500	250	20	120	30	70	10	5
68	10000	100	50	500	250	20	120	30	70	10	5
69	10000	100	50	500	250	20	120	30	70	10	5
70	10000	100	50	500	250	20	120	30	70	10	5
71	10000	100	50	500	250	20	120	30	70	10	5
72	10000	100	50	500	250	20	120	30	70	10	5
73	10000	100	50	500	250	20	120	30	70	10	5
74	10000	100	50	500	250	20	120	30	70	10	5
75	10000	100	50	500	250	20	120	30	70	10	5
76	10000	100	50	500	250	20	120	30	70	10	5
77	10000	100	50	500	250	20	120	30	70	10	5
78	10000	100	50	500	250	20	120	30	70	10	5
79	10000	100	50	500	250	20	120	30	70	10	5
80	10000	100	50	500	250	20	120	30	70	10	5
81	10000	100	50	500	250	20	120	30	70	10	5
82	10000	100	50	500	250	20	120	30	70	10	5
83	10000	100	50	500	250	20	120	30	70	10	5
84	10000	100	50	500	250	20	120	30	70	10	5
85	10000	100	50	500	250	20	120	30	70	10	5
86	10000	100	50	500	250	20	120	30	70	10	5
87	10000	100	50	500	250	20	120	30	70	10	5
88	10000	100	50	500	250	20	120	30	70	10	5
89	10000	100	50	500	250	20	120	30	70	10	5
90	10000	100	50	500	250	20	120	30	70	10	5
91	10000	100	50	500	250	20	120	30	70	10	5
92	10000	100	50	500	250	20	120	30	70	10	5
93	10000	100	50	500	250	20	120	30	70	10	5
94	10000	100	50	500	250	20	120	30	70	10	5
95	10000	100	50	500	250	20	120	30	70	10	5
96	10000	100	50	500	250	20	120	30	70	10	5
97	10000	100	50	500	250	20	120	30	70	10	5
98	10000	100	50	500	250	20	120	30	70	10	5
99	10000	100	50	500	250	20	120	30	70	10	5
